K,M,n,s,psi,support,quota_wedge,effort,performance,natural_entry,quota_gap
0.5,0.5,1.5,0.375,0.8118363907322704,0.8118363907322704,0.0,0.13493419390410957,0.43278772251759995,0.57158984389505,0.0
1.5,3.0,1.8333333333333333,0.4375,0.23263818618226695,0.23263818618226695,0.0,0.37632811768505314,1.4684348373488112,1.5884361032785277,0.0
2.5,6.0,2.458333333333333,0.375,0.03252546884149643,0.03252546884149643,0.0,0.494639031273675,2.6295993531499438,2.4224986460985445,0.0
3.5,8.5,3.0416666666666665,0.375,-0.03962121028427168,0.0,0.03962121028427168,0.5459700829302251,3.133857685882079,3.0880212516818215,0.04635458501515499
