mu,xi,n,a,s,psi,support,quota_wedge,signal_precision,natural_entry,quota_gap
-0.3,3.0,1.25,0.5,0.375,0.010063400951800694,0.010063400951800694,0.0,2.5390709755437544,1.238887957789315,0.0
0.0,3.0,1.5,0.0,0.375,0.02302413515220747,0.02302413515220747,0.0,1.2750937988318962,1.4757981955722759,0.0
0.0,10.0,1.5,0.0,0.375,0.02302413515220747,0.02302413515220747,0.0,1.2750937988318962,1.4757981955722759,0.0
0.3,10.0,1.75,0.0,0.375,0.05782617309363447,0.05782617309363447,0.0,1.4077257408635206,1.6915441148824528,0.0
0.0,18.0,1.5,0.0,0.375,0.02302413515220747,0.02302413515220747,0.0,1.2750937988318962,1.4757981955722759,0.0
